Пакет,Уязвимость,Оперативное обновление
openjdk-11,CVE-2021-2369,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjdk-11,CVE-2021-2388,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-15389,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-27814,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-27823,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-27824,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-27841,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-27842,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-27843,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-27845,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-6851,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2020-8112,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openjpeg2,CVE-2022-1122,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
openldap,CVE-2020-25709,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-25710,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36221,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36222,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36223,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36224,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36225,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36226,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36227,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36228,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36229,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2020-36230,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2021-27212,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openldap,CVE-2022-29155,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
opensc,CVE-2019-15945,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
opensc,CVE-2019-15946,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
opensc,CVE-2019-19479,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
opensc,CVE-2019-6502,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openssh,CVE-2020-12062,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
openssh,CVE-2020-14145,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
openssh,CVE-2021-28041,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
openssh,CVE-2021-41617,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
openssh,CVE-2023-25136,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
openssh,CVE-2023-28531,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
openssh,CVE-2023-38408,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
openssl,CVE-2021-3711,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openssl,CVE-2021-3712,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openssl,CVE-2022-1292,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
openssl,CVE-2022-2068,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
openssl,CVE-2022-2097,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
openssl,CVE-2022-4304,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
openssl,CVE-2022-4450,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
openssl,CVE-2023-0215,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
openssl,CVE-2023-0286,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
openssl,CVE-2023-0464,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
openssl,CVE-2023-2650,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
openvpn,CVE-2020-11810,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openvpn,CVE-2020-15078,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
openvpn,CVE-2022-0547,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
openvswitch,CVE-2015-8011,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
openvswitch,CVE-2022-4337,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
openvswitch,CVE-2022-4338,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
packagekit,CVE-2020-16122,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
paramiko,CVE-2022-24302,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
pcre2,CVE-2019-20454,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
pcre2,CVE-2022-1586,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
pcre2,CVE-2022-1587,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
pcre2,CVE-2022-41409,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
pcre3,CVE-2020-14155,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
pcs,CVE-2022-1049,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
perl,CVE-2020-16156,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
perl,CVE-2023-31484,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
perl,CVE-2023-31486,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
pgbouncer,CVE-2021-3935,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php-pear,CVE-2020-36193,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php-pear,CVE-2021-32610,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2020-7068,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php7.3,CVE-2020-7069,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php7.3,CVE-2020-7070,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php7.3,CVE-2020-7071,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php7.3,CVE-2021-21702,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php7.3,CVE-2021-21703,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
php7.3,CVE-2021-21704,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php7.3,CVE-2021-21705,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
php7.3,CVE-2021-21707,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2022-31625,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2022-31626,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2022-31628,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2022-31629,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2022-31631,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2022-37454,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2023-0567,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2023-0568,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2023-0662,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
php7.3,CVE-2023-3247,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
php7.3,CVE-2023-3823,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
php7.3,CVE-2023-3824,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
php8.1,CVE-2022-31631,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
pillow,CVE-2021-28676,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
pillow,CVE-2022-22815,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
pillow,CVE-2022-22816,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
pillow,CVE-2022-22817,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
pillow,CVE-2022-24303,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
pillow,CVE-2022-45198,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
pixman,CVE-2022-44638,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
policykit-1,CVE-2016-2568,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
policykit-1,CVE-2021-4034,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
poppler,CVE-2018-18897,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2018-19058,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2018-20650,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2019-14494,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2019-9903,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2019-9959,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2020-23804,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
poppler,CVE-2020-27778,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2020-36023,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
poppler,CVE-2020-36024,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
poppler,CVE-2022-27337,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
poppler,CVE-2022-37050,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
poppler,CVE-2022-37051,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
poppler,CVE-2022-38784,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
postgresql,CVE-2022-2625,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
postgresql-11,CVE-2021-23214,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
postgresql-11,CVE-2022-2625,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
postgresql-11,CVE-2023-2454,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
postgresql-11,CVE-2023-2455,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
postgresql-11,CVE-2023-5869,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
ppp,CVE-2022-4603,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
procps,CVE-2023-4016,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
protobuf,CVE-2015-5237,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
protobuf,CVE-2021-22569,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
protobuf,CVE-2021-22570,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
protobuf,CVE-2022-1941,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
protobuf,CVE-2022-3509,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
protobuf-c,CVE-2022-33070,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
protobuf-c,CVE-2022-48468,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
pupnp-1.8,CVE-2020-12695,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
pygments,CVE-2021-20270,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
pygments,CVE-2021-27291,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
pypdf2,CVE-2022-24859,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
pypdf2,CVE-2023-36464,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
pypdf2,CVE-2023-36807,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
pypdf2,CVE-2023-36810,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python-bleach,CVE-2021-23980,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
python-bottle,CVE-2020-28473,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
python-cryptography,CVE-2020-25659,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python-cryptography,CVE-2023-23931,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
python-django,CVE-2020-24583,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2020-24584,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-23336,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-28658,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-31542,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-3281,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-33571,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-45115,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-45116,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2021-45452,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2022-22818,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2022-23833,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2022-28346,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2022-34265,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python-django,CVE-2023-23969,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
python-django,CVE-2023-24580,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
python-django,CVE-2023-31047,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python-django,CVE-2023-36053,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
python-django,CVE-2023-41164,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
python-future,CVE-2022-40899,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python-git,CVE-2023-40267,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python-httplib2,CVE-2020-11078,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python-ipaddress,CVE-2020-14422,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python-psutil,CVE-2019-18874,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python-reportlab,CVE-2019-19450,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
python-reportlab,CVE-2020-28463,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
python-setuptools,CVE-2022-40897,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python-urllib3,CVE-2019-11236,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python-urllib3,CVE-2019-11324,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python-urllib3,CVE-2020-26137,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python-urllib3,CVE-2021-33503,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python-urllib3,CVE-2023-43804,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
python-werkzeug,CVE-2023-23934,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
python-werkzeug,CVE-2023-25577,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
python2.7,CVE-2015-20107,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python2.7,CVE-2019-20907,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python2.7,CVE-2020-26116,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python2.7,CVE-2020-8492,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python2.7,CVE-2021-3177,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
python2.7,CVE-2021-3177,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python2.7,CVE-2021-3733,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python2.7,CVE-2021-3737,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python2.7,CVE-2021-4189,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python2.7,CVE-2022-0391,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python2.7,CVE-2022-45061,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python2.7,CVE-2023-24329,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
python3.7,CVE-2015-20107,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
python3.7,CVE-2019-9674,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
python3.7,CVE-2020-10735,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
python3.7,CVE-2021-3426,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python3.7,CVE-2021-3733,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python3.7,CVE-2021-3737,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python3.7,CVE-2021-4189,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
python3.7,CVE-2021-4189,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
python3.7,CVE-2022-37454,БЮЛЛЕТЕНЬ №2022-1221SE17MD (1.7.3.UU.1)
python3.7,CVE-2022-45061,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
python3.7,CVE-2023-24329,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
python3.7,CVE-2023-40217,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
pyyaml,CVE-2017-18342,БЮЛЛЕТЕНЬ №2023-1023SE17 (1.7.5)
qemu,CVE-2019-20175,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-14364,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-14394,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2020-15859,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-16092,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-17380,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-25084,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-25085,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-25624,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-25625,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-25723,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-27616,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-27617,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-27661,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-27821,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-28916,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-29443,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-35504,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-35505,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-35506,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2020-35517,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-20181,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-20196,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-20203,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-20221,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-20255,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-20257,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-20263,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3392,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3409,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3416,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3507,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2021-3527,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3544,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3545,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3546,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3582,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3607,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3608,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3611,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3638,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3682,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3713,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-3748,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-4206,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2021-4207,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2022-0216,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2022-0358,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2022-1050,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2022-26353,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2022-26354,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qemu,CVE-2022-2962,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2022-3165,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2022-35414,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2022-3872,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
qemu,CVE-2022-4144,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2022-4172,БЮЛЛЕТЕНЬ №2023-0303SE17MD (1.7.3.UU.2)
qemu,CVE-2023-0330,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
qemu,CVE-2023-1544,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
qemu,CVE-2023-5088,БЮЛЛЕТЕНЬ №2024-0212SE17 (1.7.5.UU.1)
qpdf,CVE-2018-18020,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qpdf,CVE-2022-34503,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qt-x11-free,CVE-2020-17507,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
qt4-x11,CVE-2008-3632,БЮЛЛЕТЕНЬ №2022-1110SE17 (1.7.3)
qt4-x11,CVE-2020-17507,БЮЛЛЕТЕНЬ №2021-1126SE17 (1.7.1)
qt4-x11,CVE-2023-32573,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qt4-x11,CVE-2023-32763,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qt4-x11,CVE-2023-34410,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qtbase-opensource-src,CVE-2022-23853,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qtbase-opensource-src,CVE-2022-25255,БЮЛЛЕТЕНЬ №2022-0819SE17 (1.7.2)
qtbase-opensource-src,CVE-2023-24607,БЮЛЛЕТЕНЬ №2023-0426SE17 (1.7.4)
qtbase-opensource-src,CVE-2023-32762,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qtbase-opensource-src,CVE-2023-32763,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qtbase-opensource-src,CVE-2023-33285,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
qtbase-opensource-src,CVE-2023-34410,БЮЛЛЕТЕНЬ №2023-0630SE17MD (1.7.4.UU.1)
